科类,院系,专业,最高分,最低分,平均分,省份,年份
 ,数学学院,数学类（含数学与应用数学、统计学专业）,669,662,664,湖南,2018
 ,土木工程学院,水文与水资源工程,658,655,657,湖南,2018
 ,土木工程学院,土木工程,657,654,655,湖南,2018
 ,物理与天文学院,物理学（珠海）,662,659,661,湖南,2018
 ,心理学系,心理学,658,655,657,湖南,2018
 ,药学院（深圳）,药学（深圳）,668,665,667,湖南,2018
 ,哲学系,逻辑学,660,659,660,湖南,2018
 ,智能工程学院,交通工程,657,656,656,湖南,2018
 ,智能工程学院,智能科学与技术,661,660,660,湖南,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,656,656,656,湖南,2018
 ,中山医学院,临床医学,675,655,661,湖南,2018
 ,中山医学院,临床医学（八年制）,679,675,677,湖南,2018
 ,资讯管理学院,信息管理与信息系统,661,656,659,湖南,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,650,641,646,湖北,2018
 ,法学院,法学,644,640,642,湖北,2018
 ,管理学院,会计学,651,650,651,湖北,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,639,639,639,湖北,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,658,645,652,湖北,2018
 ,国际金融学院,金融学,648,648,648,湖北,2018
 ,历史学系,历史学,638,638,638,湖北,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,654,653,654,湖北,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,641,638,640,湖北,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,646,639,643,湖北,2018
 ,社会学与人类学学院,社会学,646,640,643,湖北,2018
 ,外国语学院,德语,647,645,646,湖北,2018
 ,哲学系,哲学,639,639,639,湖北,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,654,639,643,湖北,2018
 ,中国语言文学系（珠海）,汉语言文学（珠海）,639,639,639,湖北,2018
 ,资讯管理学院,图书情报与档案管理类（含图书馆学、档案学专业）,639,638,639,湖北,2018
理科,材料科学与工程学院,材料类（含材料物理、材料化学、高分子材料与工程专业）,643,637,638,湖北,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,637,636,637,湖北,2018
 ,地理科学与规划学院,城乡规划,640,640,640,湖北,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,641,636,638,湖北,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,644,637,640,湖北,2018
 ,公共卫生学院（深圳）,预防医学（深圳）,637,637,637,湖北,2018
 ,管理学院,会计学,653,642,648,湖北,2018
 ,光华口腔医学院,口腔医学,638,636,637,湖北,2018
 ,光华口腔医学院,口腔医学（5+3）,657,643,650,湖北,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,656,650,653,湖北,2018
 ,国际金融学院,金融学,652,637,642,湖北,2018
 ,航空航天学院,航空航天工程,638,637,637,湖北,2018
 ,化学学院,化学类（含化学、高分子材料与工程专业）,648,637,639,湖北,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,640,636,638,湖北,2018
 ,岭南学院,管理科学与工程类（含国际商务、管理科学专业）,659,638,649,湖北,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,662,637,650,湖北,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,653,637,642,湖北,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,662,650,656,湖北,2018
 ,数据科学与计算机学院（软件学院）,软件工程,649,644,647,湖北,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,651,643,647,湖北,2018
 ,土木工程学院,土木工程,638,637,638,湖北,2018
 ,物理学院,光电信息科学与工程（理学）,641,636,638,湖北,2018
 ,物理学院,物理学,648,645,647,湖北,2018
 ,心理学系,心理学,637,636,637,湖北,2018
 ,药学院,药学,640,636,638,湖北,2018
 ,医学院,临床医学（深圳）,662,637,648,湖北,2018
 ,智能工程学院,交通工程,638,637,638,湖北,2018
 ,智能工程学院,智能科学与技术,647,645,646,湖北,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,641,636,638,湖北,2018
 ,中山医学院,临床医学（八年制）,662,654,658,湖北,2018
 ,资讯管理学院,信息管理与信息系统,644,642,643,湖北,2018
文科,法学院,法学,602,597,600,黑龙江,2018
 ,管理学院,会计学,607,600,604,黑龙江,2018
 ,国际金融学院,金融学,609,609,609,黑龙江,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,610,609,610,黑龙江,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,596,596,596,黑龙江,2018
 ,外国语学院,德语,597,596,597,黑龙江,2018
 ,外国语学院,日语,598,597,598,黑龙江,2018
 ,哲学系,哲学,603,603,603,黑龙江,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,599,597,598,黑龙江,2018
 ,中国语言文学系（珠海）,汉语言文学（珠海）,600,599,600,黑龙江,2018
理科,材料学院,材料类（含材料物理、材料化学专业）,650,645,648,黑龙江,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,641,641,641,黑龙江,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,645,641,643,黑龙江,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,654,648,650,黑龙江,2018
 ,公共卫生学院,预防医学,653,650,652,黑龙江,2018
 ,管理学院,会计学,650,645,648,黑龙江,2018
 ,光华口腔医学院,口腔医学,656,656,656,黑龙江,2018
 ,国际金融学院,金融学,647,644,645,黑龙江,2018
 ,海洋工程与技术学院,海洋工程与技术,646,642,644,黑龙江,2018
 ,化学学院,化学类（含化学、高分子材料与工程专业）,650,645,648,黑龙江,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,646,646,646,黑龙江,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,661,659,660,黑龙江,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,657,656,657,黑龙江,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,653,647,650,黑龙江,2018
 ,数据科学与计算机学院,信息与计算科学,644,644,644,黑龙江,2018
 ,数据科学与计算机学院（软件学院）,软件工程,648,646,647,黑龙江,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,647,645,646,黑龙江,2018
 ,土木工程学院,水文与水资源工程,642,642,642,黑龙江,2018
 ,物理学院,物理学,652,640,646,黑龙江,2018
 ,药学院（深圳）,药学（深圳）,653,653,653,黑龙江,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,643,643,643,黑龙江,2018
 ,中山医学院,临床医学,664,656,660,黑龙江,2018
 ,中山医学院,临床医学（八年制）,668,666,667,黑龙江,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,805,805,805,海南,2018
 ,法学院,法学,816,809,813,海南,2018
 ,管理学院,会计学,843,826,835,海南,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,841,831,835,海南,2018
 ,哲学系,哲学,805,805,805,海南,2018
理科,材料学院,材料类（含材料物理、材料化学专业）,760,760,760,海南,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,770,762,766,海南,2018
 ,公共卫生学院（深圳）,预防医学（深圳）,775,762,769,海南,2018
 ,管理学院,会计学,785,785,785,海南,2018
 ,光华口腔医学院,口腔医学,778,778,778,海南,2018
 ,海洋科学学院,海洋科学,767,767,767,海南,2018
 ,航空航天学院,航空航天工程,784,761,773,海南,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,807,807,807,海南,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,821,807,814,海南,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,789,767,778,海南,2018
 ,生物医学工程学院,生物医学工程,764,763,764,海南,2018
 ,数据科学与计算机学院（软件学院）,软件工程,801,799,800,海南,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,826,796,811,海南,2018
 ,药学院（深圳）,药学（深圳）,768,768,768,海南,2018
 ,医学院,临床医学（深圳）,804,796,800,海南,2018
 ,智能工程学院,交通工程,788,762,775,海南,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,640,640,640,安徽,2018
 ,法学院,法学,639,639,639,安徽,2018
 ,管理学院,工商管理,643,639,641,安徽,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,641,639,640,安徽,2018
 ,国际关系学院,国际政治,639,638,638,安徽,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,641,640,641,安徽,2018
 ,国际金融学院,金融学,641,641,641,安徽,2018
 ,历史学系（珠海）,历史学（珠海）,638,638,638,安徽,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,644,642,643,安徽,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,639,639,639,安徽,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,640,640,640,安徽,2018
 ,社会学与人类学学院,社会学,641,639,640,安徽,2018
 ,外国语学院,德语,639,638,639,安徽,2018
 ,外国语学院,英语,641,638,640,安徽,2018
 ,哲学系（珠海）,哲学（珠海）,640,640,640,安徽,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,640,638,639,安徽,2018
 ,中国语言文学系,汉语言文学,638,638,638,安徽,2018
 ,资讯管理学院,图书情报与档案管理类（含图书馆学、档案学专业）,639,639,639,安徽,2018
理科,材料学院,材料类（含材料物理、材料化学专业）,647,646,646,安徽,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,648,646,647,安徽,2018
 ,地理科学与规划学院,城乡规划,648,647,648,安徽,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,649,647,648,安徽,2018
 ,电子与信息工程学院,电子信息类（含电子信息科学与技术、通信工程专业）,651,648,649,安徽,2018
 ,电子与信息工程学院,光电信息科学与工程（工学）,650,647,648,安徽,2018
 ,电子与信息工程学院,微电子科学与工程,653,648,649,安徽,2018
 ,公共卫生学院,预防医学,646,646,646,安徽,2018
 ,管理学院,工商管理,657,657,657,安徽,2018
 ,光华口腔医学院,口腔医学,653,652,653,安徽,2018
 ,光华口腔医学院,口腔医学（5+3）,662,656,659,安徽,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,651,647,649,安徽,2018
 ,国际金融学院,金融学,651,649,650,安徽,2018
 ,航空航天学院,航空航天工程,648,646,647,安徽,2018
 ,航空航天学院,理论与应用力学,647,646,647,安徽,2018
 ,化学工程与技术学院,化学工程与工艺,647,646,647,安徽,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,647,646,647,安徽,2018
 ,岭南学院,管理科学与工程类（含国际商务、管理科学专业）,656,652,654,安徽,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,669,657,662,安徽,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,657,651,653,安徽,2018
 ,生物医学工程学院,生物医学工程,646,646,646,安徽,2018
 ,数据科学与计算机学院,保密管理,648,647,648,安徽,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,658,653,655,安徽,2018
 ,数据科学与计算机学院,信息与计算科学,654,650,652,安徽,2018
 ,数据科学与计算机学院（软件学院）,软件工程,655,648,651,安徽,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,658,651,655,安徽,2018
 ,土木工程学院,土木工程,648,646,647,安徽,2018
 ,物理学院,物理学,648,646,647,安徽,2018
 ,药学院,药学,653,648,650,安徽,2018
 ,智能工程学院,智能科学与技术,650,648,649,安徽,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,646,646,646,安徽,2018
 ,中山医学院,基础医学,650,650,650,安徽,2018
 ,中山医学院,临床医学,662,647,654,安徽,2018
 ,中山医学院,临床医学（八年制）,664,663,664,安徽,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,657,653,655,云南,2018
 ,法学院,法学,658,654,656,云南,2018
 ,管理学院,会计学,658,656,657,云南,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,657,650,653,云南,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,659,659,659,云南,2018
 ,国际金融学院,金融学,659,658,659,云南,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,662,660,661,云南,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,651,651,651,云南,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,663,658,661,云南,2018
 ,社会学与人类学学院,社会学,653,653,653,云南,2018
 ,外国语学院,法语,651,650,651,云南,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,655,651,653,云南,2018
 ,中国语言文学系,汉语言文学,656,652,654,云南,2018
 ,资讯管理学院,图书情报与档案管理类（含图书馆学、档案学专业）,651,651,651,云南,2018
理科,地理科学与规划学院,城乡规划,670,663,667,云南,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,666,661,664,云南,2018
 ,电子与信息工程学院,光电信息科学与工程（工学）,661,661,661,云南,2018
 ,电子与信息工程学院,微电子科学与工程,674,674,674,云南,2018
 ,公共卫生学院（深圳）,预防医学（深圳）,662,662,662,云南,2018
 ,管理学院,会计学,668,664,666,云南,2018
 ,光华口腔医学院,口腔医学（5+3）,674,667,671,云南,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,667,662,664,云南,2018
 ,国际金融学院,金融学,667,662,665,云南,2018
 ,化学学院,化学类（含化学、高分子材料与工程专业）,669,662,666,云南,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,673,668,670,云南,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,672,672,672,云南,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,666,664,665,云南,2018
 ,数据科学与计算机学院,信息与计算科学,663,663,663,云南,2018
 ,数据科学与计算机学院（软件学院）,软件工程,663,661,662,云南,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,664,661,662,云南,2018
 ,物理学院,物理学,662,661,662,云南,2018
 ,心理学系,心理学,667,667,667,云南,2018
 ,药学院,药学,667,661,664,云南,2018
 ,医学院,临床医学（深圳）,675,667,672,云南,2018
 ,智能工程学院,交通工程,661,661,661,云南,2018
 ,中山医学院,基础医学,666,666,666,云南,2018
 ,中山医学院,临床医学（八年制）,684,679,682,云南,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,672,671,672,贵州,2018
 ,法学院,法学,672,670,671,贵州,2018
 ,管理学院,工商管理,673,670,672,贵州,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,668,668,668,贵州,2018
 ,国际金融学院,金融学,673,672,673,贵州,2018
 ,历史学系,历史学,669,669,669,贵州,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,681,673,677,贵州,2018
 ,社会学与人类学学院,社会学,673,669,671,贵州,2018
 ,哲学系（珠海）,哲学（珠海）,673,673,673,贵州,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,671,670,671,贵州,2018
 ,中国语言文学系,汉语言文学,675,670,672,贵州,2018
理科,材料科学与工程学院,材料类（含材料物理、材料化学、高分子材料与工程专业）,651,651,651,贵州,2018
 ,地理科学与规划学院,城乡规划,645,640,643,贵州,2018
 ,电子与信息工程学院,电子信息类（含电子信息科学与技术、通信工程专业）,654,640,645,贵州,2018
 ,电子与信息工程学院,微电子科学与工程,656,641,649,贵州,2018
 ,公共卫生学院,预防医学,644,644,644,贵州,2018
 ,管理学院,工商管理,662,661,662,贵州,2018
 ,光华口腔医学院,口腔医学,658,648,653,贵州,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,656,645,651,贵州,2018
 ,国际金融学院,金融学,650,645,648,贵州,2018
 ,航空航天学院,航空航天工程,641,641,641,贵州,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,654,654,654,贵州,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,663,662,662,贵州,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,668,653,661,贵州,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,654,643,648,贵州,2018
 ,数学学院（珠海）,数学类（含数学与应用数学、信息与计算科学专业）（珠海）,650,640,644,贵州,2018
 ,土木工程学院,水文与水资源工程,642,642,642,贵州,2018
 ,物理学院,光电信息科学与工程（理学）,643,642,643,贵州,2018
 ,物理与天文学院,物理学（珠海）,659,641,650,贵州,2018
 ,心理学系,心理学,643,641,642,贵州,2018
 ,药学院（深圳）,药学（深圳）,644,644,644,贵州,2018
 ,医学院,临床医学（深圳）,664,640,650,贵州,2018
 ,智能工程学院,智能科学与技术,658,640,647,贵州,2018
 ,中山医学院,基础医学,651,651,651,贵州,2018
 ,中山医学院,临床医学（八年制）,667,664,666,贵州,2018
 ,资讯管理学院,信息管理与信息系统,643,642,643,贵州,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,629,627,628,广西,2018
 ,法学院,法学,640,632,635,广西,2018
 ,管理学院,工商管理,640,639,640,广西,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,634,627,630,广西,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,639,628,632,广西,2018
 ,国际金融学院,金融学,638,628,633,广西,2018
 ,历史学系（珠海）,历史学（珠海）,629,629,629,广西,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,643,635,639,广西,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,634,629,632,广西,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,636,632,634,广西,2018
 ,社会学与人类学学院,社会学,631,627,629,广西,2018
 ,外国语学院,法语,637,635,636,广西,2018
 ,外国语学院,英语,633,633,633,广西,2018
 ,哲学系（珠海）,哲学（珠海）,630,628,629,广西,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,636,627,632,广西,2018
 ,中国语言文学系,汉语言文学,638,628,633,广西,2018
 ,资讯管理学院,图书情报与档案管理类（含图书馆学、档案学专业）,634,628,631,广西,2018
理科,材料科学与工程学院,材料类（含材料物理、材料化学、高分子材料与工程专业）,661,647,654,广西,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,655,644,649,广西,2018
 ,地理科学与规划学院,城乡规划,653,649,651,广西,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,652,650,651,广西,2018
 ,地球科学与工程学院,地质学类（含地质学、地质工程专业）,643,643,643,广西,2018
 ,电子与信息工程学院,电子信息类（含电子信息科学与技术、通信工程专业）,661,650,656,广西,2018
 ,电子与信息工程学院,光电信息科学与工程（工学）,659,644,651,广西,2018
 ,公共卫生学院,预防医学,668,646,653,广西,2018
 ,管理学院,工商管理,665,654,659,广西,2018
 ,光华口腔医学院,口腔医学（5+3）,667,666,667,广西,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,652,647,649,广西,2018
 ,国际金融学院,金融学,661,651,655,广西,2018
 ,海洋科学学院,海洋科学,652,644,648,广西,2018
 ,航空航天学院,航空航天工程,652,646,649,广西,2018
 ,航空航天学院,理论与应用力学,655,652,654,广西,2018
 ,化学学院,化学类（含化学、高分子材料与工程专业）,667,643,650,广西,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,647,643,645,广西,2018
 ,岭南学院,管理科学与工程类（含国际商务、管理科学专业）,655,651,653,广西,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,660,653,657,广西,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,650,643,646,广西,2018
 ,生物医学工程学院,生物医学工程,652,648,650,广西,2018
 ,数据科学与计算机学院,保密管理,649,645,647,广西,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,662,652,658,广西,2018
 ,数据科学与计算机学院（软件学院）,软件工程,655,651,653,广西,2018
 ,数学学院（珠海）,数学类（含数学与应用数学、信息与计算科学专业）（珠海）,653,645,648,广西,2018
 ,土木工程学院,水文与水资源工程,656,654,655,广西,2018
 ,土木工程学院,土木工程,650,645,648,广西,2018
 ,物理与天文学院,物理学（珠海）,663,644,650,广西,2018
 ,心理学系,心理学,653,645,650,广西,2018
 ,药学院（深圳）,药学（深圳）,648,648,648,广西,2018
 ,医学院,临床医学（深圳）,668,650,658,广西,2018
 ,哲学系,逻辑学,643,643,643,广西,2018
 ,智能工程学院,交通工程,653,647,650,广西,2018
 ,智能工程学院,智能科学与技术,660,648,656,广西,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,643,642,643,广西,2018
 ,中山医学院,法医学,663,644,651,广西,2018
 ,中山医学院,临床医学（八年制）,680,668,672,广西,2018
 ,资讯管理学院,信息管理与信息系统,648,646,647,广西,2018
文科,法学院,法学,610,610,610,新疆,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,608,608,608,新疆,2018
 ,历史学系,历史学,616,608,612,新疆,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,606,606,606,新疆,2018
 ,哲学系（珠海）,哲学（珠海）,608,608,608,新疆,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,612,612,612,新疆,2018
 ,中国语言文学系（珠海）,汉语言文学（珠海）,605,605,605,新疆,2018
理科,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,653,653,653,新疆,2018
 ,公共卫生学院,预防医学,654,654,654,新疆,2018
 ,管理学院,工商管理,649,648,649,新疆,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,649,649,649,新疆,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,650,650,650,新疆,2018
 ,数学学院,数学类（含数学与应用数学、统计学专业）,650,648,649,新疆,2018
 ,医学院,临床医学（深圳）,658,658,658,新疆,2018
文科,法学院,法学,595,595,595,甘肃,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,600,599,600,甘肃,2018
 ,国际金融学院,金融学,595,595,595,甘肃,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,604,604,604,甘肃,2018
 ,社会学与人类学学院,社会学,596,596,596,甘肃,2018
理科,地理科学与规划学院,城乡规划,634,634,634,甘肃,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,635,634,635,甘肃,2018
 ,管理学院,会计学,634,633,634,甘肃,2018
 ,光华口腔医学院,口腔医学,637,637,637,甘肃,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,639,636,638,甘肃,2018
 ,国际金融学院,金融学,633,633,633,甘肃,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,639,638,639,甘肃,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,640,638,639,甘肃,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,641,639,640,甘肃,2018
 ,数据科学与计算机学院,信息与计算科学,638,638,638,甘肃,2018
 ,数据科学与计算机学院（软件学院）,软件工程,641,639,640,甘肃,2018
 ,数学学院（珠海）,数学类（含数学与应用数学、信息与计算科学专业）（珠海）,642,635,639,甘肃,2018
 ,中山医学院,临床医学（八年制）,648,647,648,甘肃,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,645,639,642,福建,2018
 ,法学院,法学,641,641,641,福建,2018
 ,管理学院,会计学,644,642,643,福建,2018
 ,国际翻译学院,外国语言文学类（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,640,635,638,福建,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,643,643,643,福建,2018
 ,国际金融学院,金融学,640,638,639,福建,2018
 ,历史学系,历史学,635,634,634,福建,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,646,646,646,福建,2018
 ,旅游学院,旅游管理类（含旅游管理、会展经济与管理专业）,638,633,636,福建,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）,637,636,637,福建,2018
 ,外国语学院,德语,636,635,636,福建,2018
 ,哲学系,哲学,639,635,637,福建,2018
 ,中国语言文学系,汉语言文学,641,639,640,福建,2018
 ,资讯管理学院,图书情报与档案管理类（含图书馆学、档案学专业）,635,633,634,福建,2018
理科,材料科学与工程学院,材料类（含材料物理、材料化学、高分子材料与工程专业）,635,633,634,福建,2018
 ,大气科学学院,大气科学类（含大气科学、应用气象学专业）,637,633,635,福建,2018
 ,地理科学与规划学院,城乡规划,635,634,635,福建,2018
 ,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）,636,634,635,福建,2018
 ,电子与通信工程学院,电子信息类（含电子信息科学与技术、通信工程专业）（深圳）,642,634,638,福建,2018
 ,电子与信息工程学院,微电子科学与工程,641,639,640,福建,2018
 ,法学院,法学,639,637,638,福建,2018
 ,公共卫生学院（深圳）,预防医学（深圳）,637,636,637,福建,2018
 ,管理学院,会计学,647,647,647,福建,2018
 ,光华口腔医学院,口腔医学（5+3）,655,653,654,福建,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,642,635,638,福建,2018
 ,国际金融学院,金融学,643,642,643,福建,2018
 ,航空航天学院,理论与应用力学,634,633,633,福建,2018
 ,化学学院,化学类（含化学、高分子材料与工程专业）,639,634,637,福建,2018
 ,环境科学与工程学院,环境科学与工程类（含环境科学、环境工程专业）,640,635,638,福建,2018
 ,岭南学院,经济学类（含金融学、经济学专业）,656,652,654,福建,2018
 ,生命科学学院,生物科学类（含生物科学、生物技术、生态学专业）,635,633,634,福建,2018
 ,生物医学工程学院,生物医学工程,639,634,637,福建,2018
 ,数据科学与计算机学院,计算机类（含计算机科学与技术、网络空间安全专业）,650,639,645,福建,2018
 ,数据科学与计算机学院,信息与计算科学,650,640,645,福建,2018
 ,数学学院（珠海）,数学类（含数学与应用数学、信息与计算科学专业）（珠海）,641,633,637,福建,2018
 ,土木工程学院,土木工程,634,633,634,福建,2018
 ,物理学院,光电信息科学与工程（理学）,639,639,639,福建,2018
 ,物理学院,物理学,640,636,638,福建,2018
 ,心理学系,心理学,635,635,635,福建,2018
 ,药学院,药学,650,639,645,福建,2018
 ,医学院,临床医学（深圳）,652,642,646,福建,2018
 ,智能工程学院,交通工程,636,633,634,福建,2018
 ,智能工程学院,智能科学与技术,644,643,643,福建,2018
 ,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,637,633,635,福建,2018
 ,中山医学院,临床医学（八年制）,664,661,663,福建,2018
文科,传播与设计学院,新闻传播学类（含新闻学、传播学专业）,620,620,620,西藏,2018
 ,国际金融学院,工商管理类（含工商管理、会计学专业）,627,627,627,西藏,2018
 ,社会学与人类学学院,人类学（含人类学、考古学专业）（含藏族）,510,510,510,西藏,2018
 ,政治与公共事务管理学院,公共管理类（含行政管理、政治学与行政学专业）,628,628,628,西藏,2018
 ,中国语言文学系（珠海）,汉语言文学（珠海）（含藏族）,509,509,509,西藏,2018
理科,地理科学与规划学院,地理科学类（含自然地理与资源环境、人文地理与城乡规划、地理信息科学、地理科学专业）（含藏族）,484,484,484,西藏,2018
